,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
106066,69808.0,0.13617431594606,-1.6477662196282898,0.8500331057937729,1.5761778708836898,-1.5690568630843502,-0.106751626883786,0.0266319496669575,-0.0917375911947056,0.517553439987264,-0.332989723433307,-0.33124761830287897,0.6520039809168879,1.16142061684017,-0.21074803202112302,1.5555370921027902,0.793532994665827,-0.798825989347483,0.607594359503437,-0.965012523444425,1.03127032556657,0.584648877613801,0.582370835716169,-0.54852958291644,0.45671936182836703,0.202314878393007,-0.314319662996556,-0.0182200082581517,0.13806187031727898,540.0,0
102005,68015.0,-0.911609524091894,0.6808149987177031,1.3443292663872501,-0.0685168769397131,0.5963941535533029,-1.2688378988656202,0.769226424958145,-0.13488788226402,-0.247847742648523,-0.5510404799902591,-0.851995308556423,-0.5684541564618759,-1.11505496927025,0.399853255152036,0.17629989444106697,0.36050057096579996,-0.762850927189449,0.0180826455866171,-1.23238039440739,-0.29922608228286496,0.13930090027689998,0.252878660251743,-0.22860494408145302,0.360420898124458,0.0433817342671655,-0.588531360948165,-0.0261744038899593,0.15986437778065,6.89,0
278450,168231.0,-0.9172988377011592,0.8609415198090258,1.20116962989995,-0.9623138694143291,-0.372494596663284,-0.11484660589097802,0.00174077848283329,0.6998846677301299,-0.0402839086830311,-0.7376207819571559,0.12003849216239,0.215575440622155,-0.913608583585635,0.446690923080106,-0.46539136265980197,0.8628508041493571,-0.7252719239834841,0.48430214041686404,0.21463426085353304,-0.0733906808884191,-0.138629862484958,-0.493530152596089,0.00153007314334877,-0.37040648424092204,-0.39243380778212605,0.304996609435839,0.17741619875799,0.11513652102451802,19.99,0
120218,75751.0,1.25259643119527,0.0213585325635135,0.0440633398085268,0.32590898972572996,0.0111735493898499,-0.0535976031340767,-0.0970353990367882,0.013236624240304,0.26326755027155896,-0.0973556031547198,-0.926502159692554,-0.250693998071336,-0.27836401382844,0.323196157953898,1.3789333504063201,0.228185140206115,-0.37736627078558105,-0.463368870983737,-0.211973788219078,-0.10682145471663,-0.0961534965701031,-0.266459065506174,-0.0712366121431979,-0.749997892448192,0.389529451647333,0.49404695697147794,-0.0297929829644649,0.0024334626577495397,17.8,0
258527,158694.0,-1.10948325875238,1.06134086266406,1.48407167748251,0.9238912562570749,-0.137718209894275,0.816640491862471,0.0142520783698805,0.9383031964861841,-0.12582880850539602,-0.52197446700684,-0.0502681664028309,0.0103986002275144,-2.1890003742344697,0.5583497632289479,-1.25279047241135,-0.54093252417595,0.439811747697315,0.11846762752239401,1.54644618762417,-0.0131264733021685,-0.479950643201756,-1.36963167303513,-0.0206178917761811,0.578319092658832,0.329709247924206,-0.825568071221381,0.209438853309411,0.0687942442531457,24.48,0
179643,124173.0,0.0206903100212542,-0.8821907875315641,-0.481712933734366,-2.6021636456327797,-1.27496741126702,0.169533036176141,0.930205886193246,-0.318632147443295,-2.4934623503046702,1.09760864209712,0.7680358256845841,-0.556045694242452,0.553884234229148,-0.184913579685291,-0.8031873333352192,-0.29029210708629904,-0.00562085709050406,0.6477374538793079,-0.38737568128730604,-0.36816357580623904,0.19326465809192,0.960319820879287,0.0493184854293869,0.73008595523579,-0.13147027827492802,-0.0520633701177513,0.0338666313107257,-0.0935157648741194,294.0,0
164566,116819.0,-0.8350928780891159,-1.0311427766011099,1.2340614882008,-3.18383956250003,-0.405973865927292,0.33830923849285605,-0.0686676344107808,0.17447148232441,-2.21140851378129,0.486065689373749,-0.598451090381785,-1.31990008920823,-0.407966544453581,-0.369314316846002,-1.13537049775709,0.235712577328281,-0.31695354122476,1.01411503481523,-0.15493942140551598,-0.0559713799830246,-0.0822745119367857,-0.196077493595371,-0.186895876243643,-1.21804349042913,0.7251328780820949,-0.0842652214857767,-0.0214164951301828,0.0397069306211583,128.0,0
66593,52125.0,1.42716694457594,-1.20974333006224,0.442385939729586,-1.4021407729501298,-1.56827159334684,-0.626919337303084,-1.03878013987315,-0.137678251933703,-1.65165914030904,1.40023511732853,-0.9398297236797499,-1.21631803023423,0.22861170760201802,-0.318069536576544,0.841214238821277,-0.0175298935976661,0.269159681247927,0.13845358035874403,-0.0673096366929739,-0.21783668021355201,-0.371705899256179,-0.864118550184177,0.0722438507320345,-0.181038775224226,0.16332089449660098,-0.383585878926254,0.0291154379917709,0.0337557964605111,70.0,0
116962,74491.0,1.04706023653439,-0.8249911059910259,-0.16980521911524601,-0.661053387803648,-0.670236072326931,-0.661437873891791,0.119748153549018,-0.284072690156524,-1.5747869289611,0.721028012780427,1.25036427092837,1.25000978043854,1.6165308670690601,0.23128730844005202,-0.0971595922401579,-1.13267250094775,-0.384672572468799,0.813663407401211,-0.133993561243034,-0.0110761639952108,-0.6526120684184841,-1.84246459282966,0.0650274278905886,0.0249494430877088,-0.0181556579456276,0.6031493935205121,-0.10463993347284699,0.0289890481799382,186.5,0
237239,149153.0,1.00391019659714,0.9640986273500469,-0.6153599352304089,1.3626545474441498,0.43798959329523496,-0.606326165543325,0.541360945688697,-0.24769804848953303,-0.482696630916278,-0.10593869123143901,0.18289359489504103,0.591740623191381,1.3370984061437499,-0.981945661305293,1.1699905762244298,-0.965601241990356,1.5176654903383797,-0.246897459831045,2.27367699056497,0.233037430673542,-0.17136112667622802,-0.21623921121726997,0.400152178652644,1.05023538709027,-1.56146682284304,0.38704552299110395,0.14906737834447598,0.111957622299816,2.69,0
271108,164414.0,1.8384615787994,-1.7874568127417299,0.21460372297348398,-1.12949241081833,-2.14964857307315,-0.22015517853749103,-1.6306503666907,0.22265713113447502,0.7797412980084929,0.6217361610373521,0.5268703892844551,0.242629423479724,-0.677840191745495,-0.182461663902607,0.420234006477082,-0.635477840116161,-0.49989041042296606,2.26648444589455,-0.650095545749,-0.392756117452805,-0.0513403460799176,0.19102297661654602,0.24913691697003196,0.0830604521779755,-0.8412340139996379,0.8438653298529101,-0.0200235231339812,-0.0277745988025712,120.0,0
112540,72693.0,0.8573193760254351,-1.03799374449706,0.8002604122304191,0.141858150206787,-1.0600648092829799,0.6195343750125121,-0.7308232804047992,0.397459755951117,1.14793017057358,-0.357781044809302,0.6080747259370339,0.541504704619469,-1.37315394362775,-0.0520371487860988,-0.562810060754607,-0.0384815579553659,0.13324427788432902,-0.292072252794703,0.48153831814780196,0.133220506540005,-0.10040421255625401,-0.43430169517229994,-0.0594846337868071,-0.250013426245074,-0.0228127363887659,0.9631765955298058,-0.0585571789379075,0.0208068758021333,158.75,0
6964,9050.0,-2.35668147788399,-1.85745685930132,2.4095931167154703,-0.156933877979107,2.6005114502038498,-1.6844723924910399,-0.9560665134904179,-0.039851741104699995,1.57255297217874,-1.13620616340118,0.48428769998675203,-1.67172485360094,2.43500589273284,0.796972652636111,-1.3152774821537099,-0.751877514395261,0.8983291803836121,-0.865538924467046,-0.510093117886291,0.624758435196809,-0.0284447299924688,-0.15232078766421397,0.0858921200733711,0.134338898916916,0.46073097502700394,0.997481749303111,-0.30337998189976895,-0.14028215932961,3.6,0
105326,69468.0,0.178788778463745,-1.7567829660715601,0.6160244841109229,1.7099479205991999,-1.62092823431853,-0.151555460369824,0.00471367986610818,0.0239593456289416,0.9780888784310551,-0.32463004016404307,-0.9845279570473091,-0.529973604981197,-1.51776079767267,0.19655260100580302,0.8720337766301791,0.39000527534031704,-0.295002917831557,0.523563726521168,-0.582345443294498,0.802463128892228,0.41555630541759103,0.13029183098669,-0.523506384142015,0.3771720952260689,0.267077101190225,-0.3067104922194939,-0.0386784196048587,0.121356438541041,518.47,0
6566,7964.0,-1.1757649821618898,1.0384928307591899,1.33168591318271,-0.461609853225609,0.28998057004403605,-0.36033370712178,0.293541318599753,0.61300175306245,0.745002243307983,-1.3821023573983502,1.69098502181289,-2.4744681820242,-0.250245729901883,2.4458804533642797,-1.2918496198646698,0.792981307072842,-0.0953941050458875,0.379293478133445,-2.2115925268231402,-0.5364093848626961,0.0116231028471753,-0.0830846662466546,-0.0818049001683492,-0.120048531851514,-0.0866992714711271,-0.8124158666742891,-0.0598868531295938,0.0219542779793571,10.0,0
252519,155846.0,1.95423545271207,0.620917790638939,-1.4135613714356399,3.6845963959140002,1.05259890734703,0.0307369015754655,0.591005490277062,-0.178127831209674,-1.10846549669072,1.46158888932278,-1.6259260609323303,-0.4460089903988761,-0.293497659285536,0.41201282215207596,-1.28804975878047,0.438254862241444,-0.6300095013969069,-0.640603243063725,-1.15333816916576,-0.25398489936279894,-0.0384262344289685,-0.0997646768451891,0.0804265857414532,0.447806912353906,0.26882770868066796,0.00189966175434592,-0.0719332907078213,-0.0535046226393674,23.59,0
94488,64912.0,0.0525493085033617,0.201621881248682,1.50138895930913,-0.259520758891918,-0.0938969199727167,0.20386428647743,0.304191850524257,-0.28744934726654997,-1.0480448954008899,0.5350234307267949,-1.58167988962582,0.200631299031261,1.6969028998700002,-0.923417505864947,-0.49992620660051,-2.1164581847916297,0.08683918994904401,1.12348968108947,0.535591736187534,-0.205379822246589,-0.42776286405995007,-0.26636830917544396,-0.19301786391688,-0.401412283919724,-0.408716000782997,0.419126856453822,0.0202522528365202,-0.0641297477782913,11.5,0
274632,166130.0,2.0175488764831,0.0183223016512519,-1.6309115464088797,0.35842250063872294,0.266269752836172,-0.694315301725239,-0.0009433427484036859,-0.0279725277437273,0.41748025430615204,-0.171660431405479,1.07761960292323,0.208555471973048,-1.34779915494445,-0.37887420241342606,-0.366864302524978,0.5189609601005101,0.364827889164256,0.28545052951075395,0.280468404150353,-0.23345448524943802,-0.315359451900916,-0.903835235761289,0.36586928653077,0.634362111538877,-0.3571061471994749,0.146891352918457,-0.0747743709102875,-0.0414724484183826,1.98,0
236554,148859.0,2.05054114889241,-0.364329068684986,-2.5429548166694502,-0.729276015219229,2.3883565111509903,3.31805081336506,-0.479005293347528,0.7915327436282049,0.40336214717089897,0.0931857198448627,0.004392069382592029,0.39017047039621294,-0.212537409218757,0.49556627068905895,0.47264562989230996,-0.171581794083036,-0.368257836839639,-0.976551189125794,0.0228375515927029,-0.154774306776962,-0.293302397335489,-0.8348546613841871,0.381652263042454,0.698184622167203,-0.264835173310351,0.219264315719821,-0.0521500549711786,-0.0669226041701829,0.99,0
216974,140712.0,-1.362505230647,0.5268968657483329,-2.32236754117156,4.53501715118158,-4.1490816910421495,4.24617051472462,6.05943949226313,-0.359514170447796,-2.8108199746092097,0.7830863711124809,-0.132633636533238,-0.7922885160619642,-0.29349590073265996,0.9259898003615409,-0.587026493413053,0.215287468152573,-0.0271098729425639,0.683793978208302,1.75837708243875,0.4108381399187,0.050814158256968,0.402784993029007,0.876518279304481,0.21599145194471697,-0.23841133855026997,0.383977121677729,0.6935637546026561,-0.11719427822650601,1302.31,0
118124,74958.0,1.20736931011975,0.23667792702252,0.25743580416655604,0.653915074403532,-0.26246596352601503,-0.621988030653439,-0.0444731048674346,-0.0181959821241828,0.155635519916447,-0.303368189649221,0.0118234835886753,-0.126440986070383,-0.633254364975549,-0.0914301036601648,1.43836770040133,0.22585915178580102,0.321127065601474,-0.644488364989462,-0.5519219320586071,-0.160873202036607,-0.268024087596203,-0.7857420287901801,0.166580738480603,0.0110636615581141,0.11388498438613301,0.12664874124138198,-0.012585328090063,0.0260721764535508,4.46,0
155266,104953.0,0.198928124831425,0.681584302357375,-1.27802253073272,-1.35399646098822,3.2843722569148497,3.3561452165343,0.5228614218382029,0.517797540230664,1.2744013706852901,-0.419532194363435,0.8537366117234271,-2.68365406726161,1.35659164646662,1.8669021001677502,0.17848289386705604,-0.624092153512001,0.0743411322048246,0.29538329695804805,-0.284602041345009,0.0724642000830195,0.162563026743071,1.0479018137078,-0.12667378699891002,0.678424469429581,-0.8073359565826608,-0.26602923614783897,0.339612071091604,0.0857768098821532,0.89,0
92549,63983.0,1.08409507309081,-0.135812187733617,0.374529845563665,0.642925502378723,-0.5094203911409021,-0.538297808181618,-0.0377741828854013,0.009369925365489409,0.28413842881261603,-0.0929255967026543,-0.275324163225353,-0.423730756125008,-1.34993841514515,0.612941801460195,1.47410105688102,0.0967714886970187,-0.04754339901324701,-0.7743107565928629,-0.488275735638384,-0.09235131188624,-0.20747991704302698,-0.8015478115575769,0.125902306750555,0.0269672713069073,0.0633809251613767,0.12251422069043,-0.0362912642747565,0.0239331530356891,69.99,0
30216,35828.0,1.21207275464801,0.200280116030742,0.247537195420065,0.657771607122595,-0.315170911416162,-0.637701567420639,-0.0900849021361615,0.0177241811208296,0.24983798657857395,-0.283912589601034,-0.0939593616425647,-0.45632822678469104,-1.25380074408179,0.0313671086103873,1.5060641640391101,0.254593233955842,0.356481451107548,-0.568960232398298,-0.546882699895393,-0.20603877819817898,-0.27677122816013,-0.83511517981238,0.176376750905375,-0.00605033170864967,0.0938849264924636,0.129011402588634,-0.0161343908922461,0.0242755704833733,1.79,0
229,153.0,-0.9036282240682231,-0.23336259768981,2.58086353129083,-0.990572326575126,-0.39792025459517205,0.281755036718239,0.238618916120657,0.249101589147702,0.6513303679319971,-0.8817748608853291,0.9399718137535459,0.397778746399661,-1.4945626273819301,-0.428434388392651,-1.3079423513680801,-0.0956183593821743,-0.0801697746149894,-0.432193307441223,-0.336658275618394,0.0504711870898971,-0.0750174594454639,-0.0979062674333585,0.0594478702204462,0.24454763393364,-0.316141151323228,0.7544045297950409,-0.166315608674403,-0.13817709645405,71.26,0
